16,59
18,80
22,99
28,118
39,135
54,149
71,160
88,168
105,169
118,162
127,148
136,135
145,123
150,109
153,94
153,81
151,66
43,51
56,47
69,45
82,47
93,53
120,54
127,50
135,47
143,46
149,50
108,66
110,77
112,88
114,99
94,103
102,106
110,109
117,107
122,104
59,65
68,63
76,63
85,68
76,68
67,68
119,68
127,64
135,63
142,66
135,68
128,69
70,116
85,112
100,111
108,113
115,111
123,112
129,115
122,131
115,139
107,141
98,140
83,133
73,117
100,117
108,118
115,116
125,117
114,130
107,132
98,131
