46,70
46,85
47,99
49,113
55,127
65,140
76,152
87,164
101,168
117,166
131,156
144,145
155,131
162,115
166,98
167,81
168,64
50,55
57,50
67,49
77,51
86,55
111,54
122,50
133,49
144,50
154,56
99,65
98,77
98,88
98,100
87,103
93,106
99,108
107,105
113,103
60,65
68,60
76,61
84,67
75,68
67,67
118,67
126,61
134,61
142,65
135,68
126,68
74,114
83,114
93,115
101,116
110,115
122,114
135,115
123,131
111,138
101,139
93,137
83,130
77,116
93,117
101,119
110,118
132,116
110,131
102,131
93,129
